자연과학,생명과학Ⅱ/정보,CRISPR 오프타깃 예측 AI 모델 분석,"공개 데이터를 이용하여 유전자 편집의 오프타깃 발생 가능성을 예측하는 AI 모델을 분석한다. 생명공학과 인공지능의 융합을 탐구한다.",CRISPR;오프타깃;AI;유전자편집
자연과학,생명과학Ⅰ/정보,Pose Estimation을 활용한 보행 자세 분석,"Pose Estimation 기술을 이용하여 보행 영상을 분석하고 관절 각도를 계산한다. 생체역학과 컴퓨터 비전의 융합을 탐구한다.",PoseEstimation;보행;생체역학;컴퓨터비전
자연과학,생명과학Ⅱ/정보,의료 영상 세그멘테이션 모델 비교,"UNet과 Mask R-CNN 기반 의료 영상 분할 원리를 비교하고 장단점을 분석한다. 의료 AI에서 영상 분할의 역할을 탐구한다.",UNet;MaskRCNN;세그멘테이션;의료AI
자연과학,생명과학Ⅱ/정보,단백질 언어모델의 작동 원리 탐구,"ESM과 같은 단백질 언어모델이 서열 정보를 학습하는 원리를 조사한다. 자연어처리와 생명과학의 융합을 탐구한다.",단백질언어모델;Transformer;ESM;생물정보학
자연과학,지구과학Ⅱ/정보,GAN을 활용한 기상 데이터 생성 원리 분석,"GAN을 이용하여 기상 데이터를 생성하는 과정을 조사하고 실제 데이터와 비교한다. 생성모델이 기후 연구에 활용되는 사례를 탐구한다.",GAN;기상데이터;생성모델;기후
자연과학,지구과학Ⅱ/정보,GraphCast와 기존 수치예보의 예측 방식 비교,"AI 기반 GraphCast와 수치예보 모델의 원리를 비교하여 장단점을 분석한다. 최신 기상 예측 기술을 탐구한다.",GraphCast;수치예보;AI기상;예측
자연과학,지구과학Ⅰ/정보,기상 변수 중요도 분석을 위한 SHAP 적용,"강수 예측 모델에 SHAP을 적용하여 각 기상 변수의 중요도를 분석한다. 설명 가능한 AI 기법을 탐구한다.",SHAP;설명가능한AI;기상;특성중요도
자연과학,통합과학/정보,멀티센서 데이터를 이용한 환경 이상 감지,"온도와 습도 및 조도 센서를 결합하여 이상 환경을 탐지하는 모델을 구축한다. 센서 융합 알고리즘을 탐구한다.",센서융합;IoT;이상감지;환경
자연과학,통합과학/정보,디지털 트윈 기반 실험실 환경 모니터링,"실험실 센서 데이터를 이용하여 디지털 트윈 환경을 구축하고 온도와 습도를 실시간 모니터링한다. 스마트 연구실 기술을 탐구한다.",디지털트윈;IoT;실험실;모니터링
자연과학,고급생명과학/정보,RAG 기반 생명과학 논문 질의응답 시스템 설계,"생명과학 논문을 검색한 뒤 생성형 AI와 결합하는 RAG 구조를 설계한다. 일반 생성형 AI와 검색 증강 생성의 차이를 분석한다.",RAG;생명과학;LLM;논문검색
자연과학,고급생명과학/정보,멀티모달 의료 AI의 작동 원리 탐구,"영상과 텍스트를 함께 활용하는 멀티모달 의료 AI 모델의 구조를 조사한다. 다양한 데이터 융합이 진단 정확도에 미치는 영향을 분석한다.",멀티모달;의료AI;영상;LLM
자연과학,물리학Ⅱ/정보,벡터 데이터베이스를 활용한 실험 데이터 검색 시스템,"실험 결과를 임베딩하여 벡터 데이터베이스에 저장하고 유사 실험을 검색한다. 의미 기반 검색 기술의 원리를 탐구한다.",벡터DB;임베딩;실험데이터;검색
자연과학,생명과학Ⅱ/정보,AutoML을 활용한 유전자 데이터 분류 모델 비교,"AutoML을 이용하여 다양한 분류 모델을 자동 생성하고 성능을 비교한다. 자동 머신러닝의 활용 가능성을 탐구한다.",AutoML;유전자;분류;머신러닝
자연과학,화학Ⅱ/정보,LLM을 활용한 화학 논문 자동 요약 시스템 분석,"화학 논문을 생성형 AI로 요약하고 핵심 정보 추출 성능을 평가한다. 대규모 언어모델의 과학 연구 활용 가능성을 탐구한다.",LLM;화학논문;요약;생성형AI
category,subject,topic,description,keywords
자연과학,물리학Ⅱ/정보,Physics-Informed Neural Network를 이용한 진동 방정식 해석,"PINN이 물리 법칙을 손실함수에 반영하는 원리를 조사하고 단순 조화진동 방정식에 적용한다. 기존 수치해석 방법과 예측 성능을 비교하여 AI 기반 물리 해석 기법을 탐구한다.",PINN;물리기반AI;미분방정식;진동
자연과학,물리학Ⅱ/정보,Vision Transformer를 활용한 실험 장비 인식,"Vision Transformer 구조를 조사하고 CNN과 이미지 분류 방식을 비교한다. 실험 장비 이미지를 활용하여 최신 비전 모델의 특징을 탐구한다.",VisionTransformer;ViT;컴퓨터비전;CNN
자연과학,물리학Ⅰ/정보,레이저 포인터와 카메라를 이용한 진동 측정 시스템,"레이저와 카메라를 이용하여 미세 진동을 측정하고 FFT로 주파수를 분석한다. 광학과 신호처리의 융합 원리를 탐구한다.",레이저;FFT;진동;신호처리
자연과학,물리학Ⅱ/정보,컴퓨터 비전을 이용한 스털링 엔진 회전수 자동 측정,"영상에서 플라이휠을 추적하여 RPM을 자동 계산한다. 열기관 실험을 자동화하고 수작업 측정과의 오차를 비교한다.",스털링엔진;RPM;OpenCV;열기관
자연과학,물리학Ⅱ/수학,몬테카를로 시뮬레이션을 이용한 방사선 검출 모델링,"확률 기반 시뮬레이션으로 방사선 입자의 검출 과정을 모델링한다. 통계적 방법이 물리 실험에 활용되는 원리를 탐구한다.",몬테카를로;방사선;확률;시뮬레이션
자연과학,화학Ⅱ/정보,Diffusion Model을 이용한 분자 생성 원리 탐구,"Diffusion Model이 새로운 분자를 생성하는 과정을 조사하고 기존 생성모델과 비교한다. 생성형 AI가 화학 연구에 활용되는 최신 사례를 탐구한다.",DiffusionModel;분자생성;생성형AI;화학
자연과학,화학Ⅱ/정보,분자 도킹 결과와 AI 예측 비교 분석,"공개 분자 도킹 결과와 AI 예측값을 비교하여 신약 후보 탐색 과정의 정확도를 분석한다. 계산화학과 AI의 융합을 탐구한다.",분자도킹;AI;신약개발;계산화학
자연과학,화학Ⅰ/정보,Open Babel을 활용한 분자 구조 변환 실습,"SMILES와 3차원 분자 구조를 상호 변환하고 구조 표현 방식의 차이를 분석한다. 화학정보학의 기초 원리를 탐구한다.",OpenBabel;SMILES;분자구조;화학정보학
자연과학,화학Ⅱ/정보,그래프 신경망을 이용한 독성 예측,"분자 그래프를 입력으로 하는 GNN 모델의 원리를 조사하고 독성 예측 사례를 분석한다. AI 기반 화학 안전성 평가를 탐구한다.",GNN;독성예측;그래프신경망;화학
자연과학,화학Ⅱ/정보,화학 반응 조건 최적화를 위한 Bayesian Optimization,"Bayesian Optimization이 실험 횟수를 줄이며 최적 조건을 찾는 원리를 조사한다. AI 기반 실험 설계 기법을 탐구한다.",BayesianOptimization;최적화;화학반응;AI
자연과학,생명과학Ⅱ/정보,CellPose를 활용한 세포 분할 성능 분석,"CellPose 모델을 이용하여 현미경 이미지의 세포를 자동 분할한다. 기존 이미지 처리 방법과 정확도를 비교한다.",CellPose;세포분할;현미경;AI
자연과학,생명과학Ⅱ/정보,디지털 병리 AI의 암 조직 분석 원리,"디지털 병리 영상에서 암 조직을 분류하는 CNN 구조를 조사한다. 의료 영상 AI가 병리 진단에 활용되는 원리를 탐구한다.",디지털병리;암진단;CNN;의료AI
자연과학,생명과학Ⅱ/정보,Transformer 기반 단백질 기능 예측,"단백질 서열을 Transformer가 학습하는 원리를 조사하고 기존 모델과 비교한다. AI 기반 단백질 연구의 발전을 탐구한다.",Transformer;단백질;생물정보학;AI
자연과학,생명과학Ⅱ/정보,유전자 발현 데이터 AutoEncoder 차원축소,"AutoEncoder를 이용하여 유전자 발현 데이터를 저차원으로 표현하고 PCA와 결과를 비교한다. 딥러닝 기반 차원축소 기법을 탐구한다.",AutoEncoder;PCA;유전자발현;딥러닝
자연과학,생명과학Ⅰ/정보,웨어러블 데이터 기반 건강 상태 예측,"심박수와 활동량 데이터를 이용하여 건강 상태를 분류하는 모델을 구현한다. 의료 데이터 분석의 기본 원리를 탐구한다.",웨어러블;건강데이터;머신러닝;예측
자연과학,지구과학Ⅱ/정보,Vision Transformer 기반 구름 분류,"위성영상을 Vision Transformer로 분류하고 CNN 기반 모델과 성능을 비교한다. 최신 컴퓨터 비전 기술을 기상 분야에 적용한다.",VisionTransformer;구름분류;위성영상;AI
자연과학,지구과학Ⅱ/정보,ERA5 기후 데이터를 활용한 이상기후 분석,"ERA5 재분석 데이터를 이용하여 폭염과 한파 발생 빈도의 변화를 분석한다. 장기 기후 데이터 분석 방법을 탐구한다.",ERA5;기후데이터;폭염;재분석
자연과학,지구과학Ⅰ/정보,ConvLSTM을 활용한 강수 예측 원리,"ConvLSTM이 시공간 정보를 학습하는 원리를 조사하고 기존 LSTM과 비교한다. AI 기반 기상 예측 모델을 탐구한다.",ConvLSTM;강수예측;딥러닝;기상
자연과학,통합과학/정보,TinyML을 활용한 저전력 환경 모니터링,"TinyML 모델을 마이크로컨트롤러에 탑재하여 환경 이상을 탐지한다. 엣지 AI 기술의 원리를 탐구한다.",TinyML;엣지AI;환경센서;IoT
자연과학,통합과학/정보,디지털 실험노트 자동 분석 시스템 설계,"실험 기록을 LLM으로 분석하여 결과를 자동 요약하는 시스템을 설계한다. 생성형 AI가 과학 연구를 지원하는 방식을 탐구한다.",LLM;실험노트;자동요약;생성형AI
자연과학,고급생명과학/정보,AlphaMissense를 활용한 돌연변이 영향 분석,"AlphaMissense가 유전자 변이의 병원성을 예측하는 원리를 조사한다. AI 기반 유전 질환 연구 방법을 탐구한다.",AlphaMissense;돌연변이;유전질환;AI
자연과학,고급생명과학/정보,멀티오믹스 데이터 통합 분석 원리 탐구,"유전체와 전사체 및 단백질체 데이터를 통합 분석하는 방법을 조사한다. AI가 대규모 생명과학 데이터를 처리하는 과정을 탐구한다.",멀티오믹스;생물정보학;AI;데이터통합
자연과학,물리학Ⅱ/정보,벡터 데이터베이스 기반 과학 논문 검색 시스템,"과학 논문을 임베딩하여 벡터 데이터베이스에 저장하고 의미 기반 검색을 구현한다. 최신 검색 기술이 과학 연구에 활용되는 원리를 탐구한다.",벡터DB;임베딩;과학논문;검색
자연과학,화학Ⅱ/정보,RAG 기반 화학 질의응답 시스템 설계,"화학 교과서와 논문을 검색한 뒤 생성형 AI와 결합하는 RAG 시스템을 설계한다. 검색 증강 생성 기술의 정확도 향상을 탐구한다.",RAG;화학;LLM;검색
자연과학,생명과학Ⅱ/정보,LLM 기반 생명과학 연구 보조 시스템 분석,"생명과학 논문 검색과 요약 및 질의응답을 수행하는 LLM 기반 시스템의 구조를 조사한다. 생성형 AI가 연구 효율을 높이는 원리를 탐구한다.",LLM;생명과학;논문;생성형AI
category,subject,topic,description,keywords
자연과학,물리학Ⅱ/정보,Neural Operator를 활용한 물리 시뮬레이션 가속 원리 탐구,"Fourier Neural Operator와 같은 Neural Operator가 미분방정식의 해를 빠르게 근사하는 원리를 조사한다. 기존 수치해석과 비교하여 AI 기반 과학 계산의 특징을 분석한다.",NeuralOperator;FNO;미분방정식;AIforScience
자연과학,물리학Ⅱ/정보,PINN과 유한요소법의 해석 정확도 비교,"동일한 열전도 문제를 PINN과 유한요소법으로 해결하여 계산 시간과 오차를 비교한다. AI와 전통 해석 기법의 차이를 탐구한다.",PINN;유한요소법;열전도;시뮬레이션
자연과학,물리학Ⅰ/정보,스마트폰 센서 융합을 이용한 3차원 운동 추적,"가속도계와 자이로스코프 데이터를 센서 융합 알고리즘으로 결합하여 3차원 운동을 복원한다. 칼만 필터의 원리를 함께 탐구한다.",센서융합;칼만필터;IMU;운동분석
자연과학,물리학Ⅱ/정보,실험 데이터 자동 보고서 생성 시스템 구현,"실험 데이터를 자동 분석하고 그래프와 결과를 생성형 AI로 요약하는 시스템을 설계한다. 데이터 분석 자동화 과정을 탐구한다.",LLM;실험자동화;데이터분석;보고서
자연과학,물리학Ⅱ/정보,Physics Agent 기반 가상 실험실 설계,"대규모 언어모델이 물리 실험 절차를 계획하고 데이터를 해석하는 AI Agent 구조를 조사한다. 과학 연구 자동화 가능성을 탐구한다.",AIAgent;LLM;물리실험;자동화
자연과학,화학Ⅱ/정보,AI 기반 촉매 탐색 시스템의 작동 원리 분석,"머신러닝이 촉매의 활성도를 예측하는 과정을 조사하고 기존 실험 기반 탐색과 비교한다. 계산화학과 AI의 융합을 탐구한다.",촉매;머신러닝;계산화학;AI
자연과학,화학Ⅱ/정보,Materials Project 데이터를 활용한 신소재 탐색,"공개 Materials Project 데이터를 분석하여 물질의 밴드갭과 안정성을 비교한다. 데이터 기반 신소재 탐색 방법을 탐구한다.",MaterialsProject;신소재;밴드갭;데이터
자연과학,화학Ⅱ/정보,Crystal Graph Neural Network 원리 탐구,"결정 구조를 그래프로 표현하는 CGNN의 원리를 조사하고 물질 특성 예측 사례를 분석한다. AI 기반 재료과학을 탐구한다.",CGNN;결정구조;그래프신경망;재료과학
자연과학,화학Ⅰ/정보,실험 데이터 이상치 탐지 알고리즘 비교,"화학 실험 데이터를 활용하여 Z-score와 Isolation Forest를 비교한다. 이상치 탐지가 실험 정확도 향상에 미치는 영향을 분석한다.",이상치탐지;IsolationForest;실험데이터;통계
자연과학,화학Ⅱ/정보,LLM을 활용한 화학 반응식 자동 생성의 한계 분석,"생성형 AI가 생성한 화학 반응식을 실제 반응과 비교하여 오류 유형을 분석한다. AI의 화학 지식 활용 가능성과 한계를 탐구한다.",LLM;화학반응식;생성형AI;오류분석
자연과학,생명과학Ⅱ/정보,단백질 구조 임베딩을 활용한 기능 분류,"단백질 구조를 벡터화하여 유사도를 계산하고 기능별 군집을 분석한다. 임베딩 기반 생물정보학 기법을 탐구한다.",단백질;임베딩;생물정보학;유사도
자연과학,생명과학Ⅱ/정보,scRNA-Seq 데이터의 세포 유형 자동 분류,"단일세포 RNA 데이터를 이용하여 머신러닝으로 세포 유형을 분류한다. 차원축소와 군집분석 과정을 함께 탐구한다.",scRNASeq;세포분류;군집분석;AI
자연과학,생명과학Ⅱ/정보,공간전사체 데이터 분석 원리 탐구,"Spatial Transcriptomics 기술이 유전자 발현의 위치 정보를 분석하는 원리를 조사한다. 최신 바이오인포매틱스 기술을 탐구한다.",공간전사체;SpatialTranscriptomics;유전자;바이오인포매틱스
자연과학,생명과학Ⅱ/정보,디지털 병리 Foundation Model의 활용 사례 분석,"Foundation Model이 병리 영상에서 특징을 추출하는 원리를 조사하고 일반 CNN과 비교한다. 의료 AI의 최신 동향을 탐구한다.",FoundationModel;디지털병리;의료AI;CNN
자연과학,생명과학Ⅱ/정보,AI 기반 신약 재창출 모델 분석,"기존 약물 데이터를 활용하여 새로운 치료 가능성을 찾는 AI 모델을 조사한다. 그래프 신경망과 임베딩 기술의 활용을 탐구한다.",신약재창출;그래프신경망;임베딩;AI
자연과학,지구과학Ⅱ/정보,Graph Neural Network를 활용한 기후 예측,"기후 격자를 그래프로 표현하는 GNN 기반 예측 모델의 원리를 조사한다. 기존 수치예보와 AI 모델을 비교한다.",GraphNeuralNetwork;기후예측;AI;기상
자연과학,지구과학Ⅱ/정보,Earth System Foundation Model 분석,"Earth System Foundation Model이 대규모 기후 데이터를 학습하는 구조를 조사한다. AI 기반 지구 시스템 연구를 탐구한다.",FoundationModel;기후모델;AIforScience;지구과학
자연과학,지구과학Ⅰ/정보,위성영상 자기지도학습(Self-Supervised Learning) 탐구,"라벨이 없는 위성영상을 자기지도학습으로 학습하는 원리를 조사한다. 환경 모니터링 분야 활용 사례를 분석한다.",SelfSupervisedLearning;위성영상;원격탐사;AI
자연과학,통합과학/정보,멀티모달 과학 AI의 데이터 융합 원리 탐구,"텍스트와 이미지 및 센서 데이터를 함께 학습하는 멀티모달 AI의 구조를 조사한다. 과학 연구에서 데이터 융합의 의미를 탐구한다.",멀티모달AI;데이터융합;센서;LLM
자연과학,통합과학/정보,AI Scientist 프로젝트의 연구 자동화 원리 분석,"AI Scientist가 가설 생성과 실험 설계 및 결과 분석을 수행하는 과정을 조사한다. 미래 과학 연구의 변화를 탐구한다.",AIScientist;자동화;과학연구;LLM
자연과학,고급생명과학/정보,생물학 Foundation Model의 발전 과정 분석,"유전자와 단백질을 동시에 학습하는 Foundation Model의 구조와 활용 사례를 조사한다. 최신 생명과학 AI 기술을 탐구한다.",FoundationModel;생물학;AI;단백질
자연과학,고급생명과학/정보,멀티에이전트 AI를 활용한 생명과학 연구 협업 시스템,"여러 AI Agent가 논문 검색과 실험 설계 및 데이터 분석을 분담하는 구조를 조사한다. AI 협업 시스템의 가능성을 탐구한다.",MultiAgent;AIAgent;생명과학;연구자동화
자연과학,물리학Ⅱ/정보,벡터 데이터베이스 기반 과학 지식 검색 엔진 구현,"과학 논문를 임베딩하여 벡터 데이터베이스에 저장하고 의미 기반 검색 시스템을 구현한다. RAG의 검색 성능 향상 원리를 탐구한다.",벡터DB;RAG;임베딩;검색
자연과학,화학Ⅱ/정보,AI 기반 실험 계획 최적화 시스템 설계,"베이지안 최적화와 생성형 AI를 결합하여 실험 조건을 자동 추천하는 시스템을 설계한다. 실험 효율 향상 원리를 탐구한다.",베이지안최적화;생성형AI;실험설계;최적화
자연과학,생명과학Ⅱ/정보,RAG와 LLM을 활용한 바이오 논문 분석 시스템 구축,"생명과학 논문을 검색한 뒤 RAG 기반 LLM으로 질의응답을 수행하는 시스템을 설계한다. 최신 AI 연구 보조 기술의 구조와 활용 가능성을 탐구한다.",RAG;LLM;바이오인포매틱스;논문분석
category,subject,topic,description,keywords
공학,정보/미적분,경사하강법을 직접 구현하여 최적해 탐색 과정 분석,"Python으로 경사하강법을 직접 구현하고 학습률 변화에 따른 수렴 속도를 비교한다. 함수의 미분과 최적화 원리를 연결하여 머신러닝의 핵심 알고리즘을 탐구한다.",경사하강법;최적화;미분;머신러닝
공학,정보/인공지능수학,Adam과 RMSProp 최적화 알고리즘 성능 비교,"동일한 데이터셋에서 Adam과 RMSProp 및 SGD를 직접 구현하여 학습 속도와 정확도를 비교한다. 최적화 알고리즘의 수학적 원리를 분석한다.",Adam;RMSProp;SGD;최적화
공학,정보/확률과통계,KNN 알고리즘을 직접 구현하고 K값의 영향 분석,"KNN 분류기를 라이브러리 없이 구현하고 K값 변화에 따른 정확도를 비교한다. 거리 계산과 통계적 분류 원리를 탐구한다.",KNN;분류;거리계산;머신러닝
공학,정보/확률과통계,의사결정나무 알고리즘의 불순도 지표 비교,"Gini Index와 Entropy를 이용한 의사결정나무의 분할 기준을 비교한다. 정보이론이 머신러닝에 적용되는 원리를 탐구한다.",DecisionTree;Entropy;Gini;정보이론
공학,정보/선형대수,PCA를 직접 구현하여 차원축소 원리 분석,"공분산 행렬과 고유값 분해를 이용하여 PCA를 직접 구현한다. 라이브러리 결과와 비교하며 차원축소의 수학적 원리를 탐구한다.",PCA;고유값;차원축소;선형대수
공학,정보/기하,코사인 유사도를 이용한 문장 임베딩 비교,"문장 임베딩 벡터의 코사인 유사도를 계산하여 의미적 유사성을 분석한다. 기하학의 내적 개념이 AI에 활용되는 원리를 탐구한다.",임베딩;코사인유사도;벡터;AI
공학,정보/미적분,뉴턴 방법과 경사하강법의 수렴 속도 비교,"최적화 문제를 뉴턴 방법과 경사하강법으로 해결하여 반복 횟수와 오차를 비교한다. 미분을 이용한 최적화 알고리즘을 탐구한다.",뉴턴방법;경사하강법;최적화;미분
공학,정보/확률과통계,Naive Bayes 알고리즘 구현 및 성능 분석,"조건부확률을 이용한 Naive Bayes 분류기를 직접 구현하고 실제 데이터셋에 적용한다. 베이즈 정리의 활용을 탐구한다.",NaiveBayes;베이즈정리;확률;분류
공학,정보/수학Ⅱ,행렬 연산으로 구현하는 신경망 순전파,"행렬 곱셈만으로 다층 신경망의 순전파를 구현한다. 선형대수와 딥러닝의 관계를 이해한다.",행렬;신경망;순전파;선형대수
공학,정보/미적분,역전파 알고리즘의 미분 원리 구현,"연쇄법칙을 이용하여 역전파 알고리즘을 직접 구현한다. 미적분이 딥러닝 학습에 활용되는 원리를 탐구한다.",역전파;연쇄법칙;미분;딥러닝
공학,정보/정보과학,다익스트라 알고리즘과 A* 알고리즘 성능 비교,"동일한 지도 데이터에서 두 최단경로 알고리즘의 탐색 속도와 방문 노드를 비교한다. 휴리스틱 탐색의 원리를 분석한다.",다익스트라;AStar;그래프;최단경로
공학,정보/수학Ⅰ,동적계획법과 피보나치 수열의 시간복잡도 비교,"재귀와 메모이제이션 및 동적계획법을 직접 구현하여 수행 시간을 비교한다. 알고리즘 최적화 원리를 탐구한다.",동적계획법;메모이제이션;시간복잡도;알고리즘
공학,정보/확률과통계,랜덤포레스트의 트리 개수에 따른 성능 변화,"트리 개수를 변화시키며 정확도와 과적합 여부를 분석한다. 앙상블 학습의 원리를 탐구한다.",RandomForest;앙상블;과적합;머신러닝
공학,정보/인공지능수학,SVM의 결정경계 시각화,"선형 SVM과 커널 SVM을 비교하여 결정경계를 시각화한다. 최대 마진 분류기의 원리를 탐구한다.",SVM;커널;결정경계;분류
공학,정보/선형대수,SVD를 활용한 이미지 압축,"특이값 분해를 이용하여 이미지를 압축하고 압축률과 화질 변화를 분석한다. 선형대수의 실제 활용 사례를 탐구한다.",SVD;이미지압축;선형대수;행렬
공학,정보/정보과학,해시테이블 구현과 충돌 해결 방법 비교,"체이닝과 개방주소법을 구현하여 검색 속도를 비교한다. 자료구조 설계 원리를 탐구한다.",해시테이블;자료구조;충돌해결;알고리즘
공학,정보/정보과학,BFS와 DFS 알고리즘의 탐색 특성 비교,"그래프 탐색 알고리즘을 직접 구현하여 탐색 순서와 수행 시간을 비교한다. 그래프 이론의 기본 원리를 탐구한다.",BFS;DFS;그래프;탐색
공학,정보/정보과학,Union-Find 자료구조의 연결성 분석,"Disjoint Set 자료구조를 구현하여 연결성 문제를 해결한다. 경로 압축 기법의 성능 향상을 탐구한다.",UnionFind;자료구조;그래프;경로압축
공학,정보/미적분,Momentum 알고리즘의 진동 감소 효과 분석,"Momentum을 적용한 경사하강법과 일반 SGD를 비교하여 수렴 경로를 시각화한다. 관성 개념이 최적화에 적용되는 원리를 탐구한다.",Momentum;SGD;최적화;경사하강법
공학,정보/확률과통계,K-Means 군집분석을 직접 구현,"K-Means 알고리즘을 직접 구현하여 초기 중심점이 결과에 미치는 영향을 분석한다. 비지도학습의 원리를 탐구한다.",KMeans;군집분석;비지도학습;머신러닝
공학,정보/정보과학,Trie 자료구조를 이용한 자동완성 시스템 구현,"Trie를 구현하여 문자열 검색과 자동완성 기능을 개발한다. 트리 자료구조의 활용 사례를 탐구한다.",Trie;자동완성;자료구조;문자열
공학,정보/기하,벡터 내적을 활용한 추천 시스템 구현,"사용자와 아이템 임베딩의 내적을 계산하여 추천 점수를 생성한다. 기하학과 AI 추천 시스템의 관계를 탐구한다.",벡터;추천시스템;내적;임베딩
공학,정보/정보과학,세그먼트 트리 구현과 구간합 질의 분석,"세그먼트 트리를 직접 구현하여 일반 배열과 수행 시간을 비교한다. 로그 시간 알고리즘의 원리를 탐구한다.",세그먼트트리;자료구조;구간합;알고리즘
공학,정보/확률과통계,XGBoost와 Random Forest 성능 비교,"동일한 데이터셋에서 두 앙상블 알고리즘의 정확도와 학습 속도를 비교한다. 부스팅과 배깅의 차이를 분석한다.",XGBoost;RandomForest;앙상블;부스팅
공학,정보/정보과학,Minimax 알고리즘을 활용한 게임 AI 구현,"틱택토 게임 AI를 구현하며 Minimax와 Alpha-Beta Pruning의 성능을 비교한다. 게임 탐색 알고리즘의 원리를 탐구한다.",Minimax;AlphaBeta;게임AI;탐색
category,subject,topic,description,keywords
공학,정보/인공지능수학,CNN을 직접 구현하여 이미지 분류 원리 분석,"합성곱 연산과 활성화 함수 및 풀링 과정을 직접 구현하고 간단한 이미지 분류를 수행한다. 딥러닝의 핵심 구조를 이해하고 CNN의 동작 원리를 탐구한다.",CNN;딥러닝;합성곱;이미지분류
공학,정보/확률과통계,YOLO 객체 인식 모델과 CNN 분류기의 차이 분석,"동일한 이미지 데이터에서 CNN 분류와 YOLO 객체 인식 결과를 비교한다. 객체 탐지와 이미지 분류의 차이를 분석한다.",YOLO;CNN;객체인식;컴퓨터비전
공학,정보/미적분,Transformer의 Self-Attention 행렬 계산 구현,"Self-Attention 연산을 행렬곱으로 직접 구현하고 문장 내 단어 관계가 계산되는 과정을 분석한다. 선형대수와 생성형 AI의 관계를 탐구한다.",Transformer;SelfAttention;행렬;LLM
공학,정보/기하,임베딩 벡터의 차원에 따른 의미 표현력 비교,"64차원부터 768차원까지 임베딩을 비교하여 의미 유사도 변화를 분석한다. 고차원 공간에서의 벡터 표현 원리를 탐구한다.",임베딩;벡터공간;차원;AI
공학,정보/정보과학,Vector Database를 이용한 의미 기반 검색 시스템 구현,"문서를 임베딩하여 벡터 데이터베이스에 저장하고 코사인 유사도로 검색한다. 기존 키워드 검색과 의미 검색의 차이를 분석한다.",VectorDB;임베딩;검색;RAG
공학,정보/정보과학,RAG 기반 문서 질의응답 시스템 구축,"문서를 검색한 뒤 생성형 AI와 결합하는 RAG 시스템을 구현하고 일반 LLM과 정확도를 비교한다. 검색 증강 생성의 원리를 탐구한다.",RAG;LLM;검색;생성형AI
공학,정보/정보과학,OCR과 LLM을 활용한 문서 자동 분석 시스템,"OCR로 문자를 추출한 뒤 생성형 AI로 요약과 질의응답을 수행한다. 문서 처리 자동화 기술을 탐구한다.",OCR;LLM;문서분석;자동화
공학,정보/정보과학,OpenCV를 이용한 실시간 차선 인식 시스템 구현,"영상처리 알고리즘으로 차선을 검출하고 허프 변환과 Canny Edge의 역할을 분석한다. 자율주행의 기초 기술을 탐구한다.",OpenCV;차선인식;자율주행;영상처리
공학,정보/정보과학,MediaPipe Pose를 활용한 자세 인식 프로그램 개발,"Pose Estimation을 이용하여 사람의 관절 위치를 추출하고 운동 자세를 분석한다. 컴퓨터 비전 기술의 활용을 탐구한다.",MediaPipe;PoseEstimation;컴퓨터비전;자세인식
공학,정보/정보과학,SAM 모델의 이미지 분할 원리 분석,"Segment Anything Model이 객체를 분할하는 과정을 조사하고 기존 세그멘테이션 모델과 비교한다. 최신 비전 AI 기술을 탐구한다.",SAM;세그멘테이션;컴퓨터비전;AI
공학,정보/정보과학,LSTM을 활용한 시계열 데이터 예측,"주가 또는 기온 데이터를 이용하여 LSTM 모델을 구축하고 미래 값을 예측한다. 순환신경망의 특징을 분석한다.",LSTM;시계열;RNN;예측
공학,정보/정보과학,Vision Transformer와 CNN의 이미지 분류 성능 비교,"동일한 데이터셋에서 ViT와 CNN의 분류 결과를 비교하고 계산량과 정확도를 분석한다. 최신 비전 모델의 특징을 탐구한다.",VisionTransformer;CNN;이미지분류;ViT
공학,정보/정보과학,GPT Tokenizer의 토큰 분리 원리 분석,"BPE 토크나이저를 이용하여 문장이 토큰으로 변환되는 과정을 분석한다. 언어모델의 입력 전처리 원리를 탐구한다.",Tokenizer;BPE;LLM;NLP
공학,정보/확률과통계,Word2Vec과 FastText 임베딩 성능 비교,"단어 임베딩 모델의 유사도 계산 결과를 비교하여 의미 표현 능력을 분석한다. 자연어처리의 벡터화 원리를 탐구한다.",Word2Vec;FastText;임베딩;NLP
공학,정보/선형대수,Attention Score 계산의 선형대수 원리 탐구,"Q와 K 행렬의 내적을 계산하여 Attention Score가 생성되는 과정을 직접 구현한다. 행렬 연산이 LLM에 활용되는 원리를 탐구한다.",Attention;행렬;Transformer;선형대수
공학,정보/정보과학,ETL 파이프라인 구축을 통한 데이터 엔지니어링 실습,"CSV 데이터를 수집하고 전처리하여 데이터베이스에 저장하는 ETL 과정을 구현한다. 데이터 엔지니어링의 핵심 과정을 탐구한다.",ETL;데이터엔지니어링;SQL;파이프라인
공학,정보/정보과학,DuckDB와 SQLite의 분석 성능 비교,"동일한 데이터셋으로 질의를 수행하여 두 데이터베이스의 처리 속도를 비교한다. 데이터 분석 환경의 차이를 탐구한다.",DuckDB;SQLite;데이터베이스;SQL
공학,정보/정보과학,Redis 캐시 적용 전후의 서버 성능 비교,"캐시를 적용하기 전후의 응답 시간을 비교하여 캐싱의 효과를 분석한다. 시스템 성능 최적화 기법을 탐구한다.",Redis;캐시;성능최적화;서버
